roof_type,roof_shape,roof_deck_attachment,roof_deck_attachment_label,roof_wall_connection,size_bucket,min_roof_sqft,max_roof_sqft,occupation_code,occupation,roof_type_base_person_hours_per_sqft,shape_factor,deck_attachment_factor,wall_connection_factor,occupation_labor_share,scenario_total_base_person_hours_per_sqft,base_person_hours_per_sqft,startup_total_person_hours,startup_person_hours,source_id,evidence_type,confidence,calibration_status,notes
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,41-3021,Insurance Sales Agents,0.03,1.0,1.05,1.08,0.01,0.03402,0.0003402,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,11-3061,Purchasing Managers,0.03,1.0,1.05,1.08,0.02,0.03402,0.0006804,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-2181,Roofers,0.03,1.0,1.05,1.08,0.55,0.03402,0.018711,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.05,1.08,0.01,0.03402,0.0003402,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-2061,Construction Laborers,0.03,1.0,1.05,1.08,0.2,0.03402,0.006804,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,11-9021,Construction Managers,0.03,1.0,1.05,1.08,0.05,0.03402,0.001701,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.05,1.08,0.02,0.03402,0.0006804,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,13-1051,Cost Estimators,0.03,1.0,1.05,1.08,0.03,0.03402,0.0010206,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.05,1.08,0.07,0.03402,0.0023814,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.05,1.08,0.04,0.03402,0.0013608,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.03,1.0,1.05,1.08,0.01,0.03402,0.0003402,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,11-3061,Purchasing Managers,0.03,1.0,1.05,1.08,0.02,0.03402,0.0006804,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-2181,Roofers,0.03,1.0,1.05,1.08,0.55,0.03402,0.018711,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.05,1.08,0.01,0.03402,0.0003402,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-2061,Construction Laborers,0.03,1.0,1.05,1.08,0.2,0.03402,0.006804,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,11-9021,Construction Managers,0.03,1.0,1.05,1.08,0.05,0.03402,0.001701,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.03,1.0,1.05,1.08,0.02,0.03402,0.0006804,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,13-1051,Cost Estimators,0.03,1.0,1.05,1.08,0.03,0.03402,0.0010206,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.05,1.08,0.07,0.03402,0.0023814,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.05,1.08,0.04,0.03402,0.0013608,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,41-3021,Insurance Sales Agents,0.03,1.0,1.05,1.08,0.01,0.03402,0.0003402,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,11-3061,Purchasing Managers,0.03,1.0,1.05,1.08,0.02,0.03402,0.0006804,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-2181,Roofers,0.03,1.0,1.05,1.08,0.55,0.03402,0.018711,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.05,1.0,0.01,0.0315,0.000315,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.03,1.0,1.05,1.0,0.2,0.0315,0.0063,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.03,1.0,1.05,1.0,0.05,0.0315,0.001575,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.05,1.0,0.02,0.0315,0.00063,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.03,1.0,1.05,1.0,0.03,0.0315,0.000945,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.05,1.0,0.07,0.0315,0.002205,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.05,1.0,0.04,0.0315,0.00126,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.03,1.0,1.05,1.0,0.01,0.0315,0.000315,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.03,1.0,1.05,1.0,0.02,0.0315,0.00063,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-2181,Roofers,0.03,1.0,1.05,1.0,0.55,0.0315,0.017325,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.05,1.0,0.01,0.0315,0.000315,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.03,1.0,1.05,1.0,0.2,0.0315,0.0063,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.03,1.0,1.05,1.0,0.05,0.0315,0.001575,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.05,1.0,0.02,0.0315,0.00063,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.03,1.0,1.05,1.0,0.03,0.0315,0.000945,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.05,1.0,0.07,0.0315,0.002205,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.05,1.0,0.04,0.0315,0.00126,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.03,1.0,1.05,1.0,0.01,0.0315,0.000315,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.03,1.0,1.05,1.0,0.02,0.0315,0.00063,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.03,1.0,1.05,1.0,0.55,0.0315,0.017325,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.05,1.0,0.01,0.0315,0.000315,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,47-2061,Construction Laborers,0.03,1.0,1.05,1.0,0.2,0.0315,0.0063,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,11-9021,Construction Managers,0.03,1.0,1.05,1.0,0.05,0.0315,0.001575,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.03,1.0,1.05,1.0,0.02,0.0315,0.00063,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,13-1051,Cost Estimators,0.03,1.0,1.05,1.0,0.03,0.0315,0.000945,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.05,1.0,0.07,0.0315,0.002205,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.05,1.0,0.04,0.0315,0.00126,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.03,1.0,1.05,1.0,0.01,0.0315,0.000315,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.03,1.0,1.05,1.0,0.02,0.0315,0.00063,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_12in,"8d @ 6""/12""",toe_nail,large,3001,,47-2181,Roofers,0.03,1.0,1.05,1.0,0.55,0.0315,0.017325,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.12,1.08,0.01,0.036288,0.00036288,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,47-2061,Construction Laborers,0.03,1.0,1.12,1.08,0.2,0.036288,0.0072576,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,11-9021,Construction Managers,0.03,1.0,1.12,1.08,0.05,0.036288,0.0018144,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.12,1.08,0.02,0.036288,0.00072576,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,13-1051,Cost Estimators,0.03,1.0,1.12,1.08,0.03,0.036288,0.00108864,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.12,1.08,0.07,0.036288,0.00254016,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.12,1.08,0.04,0.036288,0.00145152,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,41-3021,Insurance Sales Agents,0.03,1.0,1.12,1.08,0.01,0.036288,0.00036288,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,11-3061,Purchasing Managers,0.03,1.0,1.12,1.08,0.02,0.036288,0.00072576,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,small,0,1499.0,47-2181,Roofers,0.03,1.0,1.12,1.08,0.55,0.036288,0.0199584,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.12,1.08,0.01,0.036288,0.00036288,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,47-2061,Construction Laborers,0.03,1.0,1.12,1.08,0.2,0.036288,0.0072576,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,11-9021,Construction Managers,0.03,1.0,1.12,1.08,0.05,0.036288,0.0018144,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.12,1.08,0.02,0.036288,0.00072576,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,13-1051,Cost Estimators,0.03,1.0,1.12,1.08,0.03,0.036288,0.00108864,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.12,1.08,0.07,0.036288,0.00254016,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.12,1.08,0.04,0.036288,0.00145152,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.03,1.0,1.12,1.08,0.01,0.036288,0.00036288,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,11-3061,Purchasing Managers,0.03,1.0,1.12,1.08,0.02,0.036288,0.00072576,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,medium,1500,3000.0,47-2181,Roofers,0.03,1.0,1.12,1.08,0.55,0.036288,0.0199584,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.12,1.08,0.01,0.036288,0.00036288,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-2061,Construction Laborers,0.03,1.0,1.12,1.08,0.2,0.036288,0.0072576,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,11-9021,Construction Managers,0.03,1.0,1.12,1.08,0.05,0.036288,0.0018144,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.03,1.0,1.12,1.08,0.02,0.036288,0.00072576,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,13-1051,Cost Estimators,0.03,1.0,1.12,1.08,0.03,0.036288,0.00108864,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.12,1.08,0.07,0.036288,0.00254016,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.12,1.08,0.04,0.036288,0.00145152,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,41-3021,Insurance Sales Agents,0.03,1.0,1.12,1.08,0.01,0.036288,0.00036288,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,11-3061,Purchasing Managers,0.03,1.0,1.12,1.08,0.02,0.036288,0.00072576,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",strap,large,3001,,47-2181,Roofers,0.03,1.0,1.12,1.08,0.55,0.036288,0.0199584,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.12,1.0,0.01,0.0336,0.000336,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.03,1.0,1.12,1.0,0.2,0.0336,0.00672,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.03,1.0,1.12,1.0,0.05,0.0336,0.00168,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.12,1.0,0.02,0.0336,0.000672,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.03,1.0,1.12,1.0,0.03,0.0336,0.001008,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.12,1.0,0.07,0.0336,0.002352,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.12,1.0,0.04,0.0336,0.001344,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.03,1.0,1.12,1.0,0.01,0.0336,0.000336,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.03,1.0,1.12,1.0,0.02,0.0336,0.000672,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,small,0,1499.0,47-2181,Roofers,0.03,1.0,1.12,1.0,0.55,0.0336,0.01848,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.12,1.0,0.01,0.0336,0.000336,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.03,1.0,1.12,1.0,0.2,0.0336,0.00672,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
